name,id,accuracy,pp,power,priority,type,generation,short_descripton,damage_class
Struggle Bug,522,100.0,20,50.0,0,Insecte,Generation V,Has a $effect_chance% chance to lower the target's Special Attack by one stage.,Spécial
Bulldoze,523,100.0,20,60.0,0,Sol,Generation V,Has a $effect_chance% chance to lower the target's Speed by one stage.,Physique
Frost Breath,524,90.0,10,60.0,0,Glace,Generation V,Always scores a critical hit.,Spécial
Dragon Tail,525,90.0,10,60.0,-6,Dragon,Generation V,Ends wild battles.  Forces trainers to switch Pokémon.,Physique
Work Up,526,,30,,0,Normal,Generation V,Raises the user's Attack and Special Attack by one stage each.,Statut
Electroweb,527,95.0,15,55.0,0,Électrik,Generation V,Lowers the target's Speed by one stage.,Spécial
Wild Charge,528,100.0,15,90.0,0,Électrik,Generation V,User receives 1/4 the damage it inflicts in recoil.,Physique
Drill Run,529,95.0,10,80.0,0,Sol,Generation V,A une chance accrue de coup critique.,Physique
Dual Chop,530,90.0,15,40.0,0,Dragon,Generation V,Hits twice in one turn.,Physique
Heart Stamp,531,100.0,25,60.0,0,Psy,Generation V,Has a $effect_chance% chance to make the target flinch.,Physique
Horn Leech,532,100.0,10,75.0,0,Plante,Generation V,Drains half the damage inflicted to heal the user.,Physique
Sacred Sword,533,100.0,15,90.0,0,Combat,Generation V,Ignores the target's stat modifiers.,Physique
Razor Shell,534,95.0,10,75.0,0,Eau,Generation V,Has a $effect_chance% chance to lower the target's Defense by one stage.,Physique
Heat Crash,535,100.0,10,,0,Feu,Generation V,"Power is higher when the user weighs more than the target, up to a maximum of 120.",Physique
Leaf Tornado,536,90.0,10,65.0,0,Plante,Generation V,Has a $effect_chance% chance to lower the target's accuracy by one stage.,Spécial
Steamroller,537,100.0,20,65.0,0,Insecte,Generation V,Has a $effect_chance% chance to make the target flinch.,Physique
Cotton Guard,538,,10,,0,Plante,Generation V,Raises the user's Defense by three stages.,Statut
Night Daze,539,95.0,10,85.0,0,Ténèbres,Generation V,Has a $effect_chance% chance to lower the target's accuracy by one stage.,Spécial
Psystrike,540,100.0,10,100.0,0,Psy,Generation V,"Inflicts damage based on the target's Defense, not Special Defense.",Spécial
Tail Slap,541,85.0,10,25.0,0,Normal,Generation V,Frappe 2 à 5 fois en un tour.,Physique
Hurricane,542,70.0,10,110.0,0,Vol,Generation V,Has a $effect_chance% chance to confuse the target.,Spécial
Head Charge,543,100.0,15,120.0,0,Normal,Generation V,User receives 1/4 the damage it inflicts in recoil.,Physique
Gear Grind,544,85.0,15,50.0,0,Acier,Generation V,Hits twice in one turn.,Physique
Searing Shot,545,100.0,5,100.0,0,Feu,Generation V,Has a $effect_chance% chance to burn the target.,Spécial
Techno Blast,546,100.0,5,120.0,0,Normal,Generation V,"If the user is holding a appropriate plate or drive, the damage inflicted will match it.",Spécial
Relic Song,547,100.0,10,75.0,0,Normal,Generation V,Has a $effect_chance% chance to put the target to sleep.,Spécial
Secret Sword,548,100.0,10,85.0,0,Combat,Generation V,"Inflicts damage based on the target's Defense, not Special Defense.",Spécial
Glaciate,549,95.0,10,65.0,0,Glace,Generation V,Lowers the target's Speed by one stage.,Spécial
Bolt Strike,550,85.0,5,130.0,0,Électrik,Generation V,Has a $effect_chance% chance to paralyze the target.,Physique
Blue Flare,551,85.0,5,130.0,0,Feu,Generation V,Has a $effect_chance% chance to burn the target.,Spécial
Fiery Dance,552,100.0,10,80.0,0,Feu,Generation V,Has a $effect_chance% chance to raise the user's Special Attack by one stage.,Spécial
Freeze Shock,553,90.0,5,140.0,0,Glace,Generation V,Requires a turn to charge before attacking.  Has a $effect_chance% chance to paralyze the target.,Physique
Ice Burn,554,90.0,5,140.0,0,Glace,Generation V,Requires a turn to charge before attacking.  Has a $effect_chance% chance to burn the target.,Spécial
Snarl,555,95.0,15,55.0,0,Ténèbres,Generation V,Has a $effect_chance% chance to lower the target's Special Attack by one stage.,Spécial
Icicle Crash,556,90.0,10,85.0,0,Glace,Generation V,Has a $effect_chance% chance to make the target flinch.,Physique
V Create,557,95.0,5,180.0,0,Feu,Generation V,"Lowers the user's Defense, Special Defense, and Speed by one stage each.",Physique
Fusion Flare,558,100.0,5,100.0,0,Feu,Generation V,"With Fusion Bolt, inflicts double damage.",Spécial
Fusion Bolt,559,100.0,5,100.0,0,Électrik,Generation V,"With Fusion Flare, inflicts double damage.",Physique
Flying Press,560,95.0,10,100.0,0,Combat,Generation Vi,Deals both fighting and flying-type damage.,Physique
Mat Block,561,,10,,0,Combat,Generation Vi,Protects all friendly Pokémon from damaging moves.  Only works on the first turn after the user is sent out.,Statut
Belch,562,90.0,10,120.0,0,Poison,Generation Vi,Can only be used after the user has eaten a berry.,Spécial
Rototiller,563,,10,,0,Sol,Generation Vi,Raises the Attack and Special Attack of all grass Pokémon in battle.,Statut
Sticky Web,564,,20,,0,Insecte,Generation Vi,"Covers the opposing field, lowering opponents' Speed by one stage upon switching in.",Statut
Fell Stinger,565,100.0,25,50.0,0,Insecte,Generation Vi,Raises the user's Attack by two stages if it KOs the target.,Physique
Phantom Force,566,100.0,10,90.0,0,Spectre,Generation Vi,"User vanishes, dodging all attacks, and hits next turn.  Hits through Protect and Detect.",Physique
Trick Or Treat,567,100.0,20,,0,Spectre,Generation Vi,Adds ghost to the target's types.,Statut
Noble Roar,568,100.0,30,,0,Normal,Generation Vi,Lowers the target's Attack and Special Attack by one stage.,Statut
Ion Deluge,569,,25,,1,Électrik,Generation Vi,Changes all normal moves to electric moves for the rest of the turn.,Statut
Parabolic Charge,570,100.0,20,65.0,0,Électrik,Generation Vi,Heals the user for half the total damage dealt to all targets.,Spécial
Forests Curse,571,100.0,20,,0,Plante,Generation Vi,Adds grass to the target's types.,Statut
Petal Blizzard,572,100.0,15,90.0,0,Plante,Generation Vi,Inflige des dégâts normaux.,Physique
Freeze Dry,573,100.0,20,70.0,0,Glace,Generation Vi,Super-effective against water.,Spécial
Disarming Voice,574,,15,40.0,0,Fée,Generation Vi,Never misses.,Spécial
Parting Shot,575,100.0,20,,0,Ténèbres,Generation Vi,Lowers all targets' Attack and Special Attack by one stage.  Makes the user switch out.,Statut
Topsy Turvy,576,,20,,0,Ténèbres,Generation Vi,Inverts the target's stat modifiers.,Statut
Draining Kiss,577,100.0,10,50.0,0,Fée,Generation Vi,Drains 75% of the damage inflicted to heal the user.,Spécial
Crafty Shield,578,,10,,3,Fée,Generation Vi,Protects all friendly Pokémon from non-damaging moves.,Statut
Flower Shield,579,,10,,0,Fée,Generation Vi,Raises the Defense of all grass Pokémon in battle.,Statut
Grassy Terrain,580,,10,,0,Plante,Generation Vi,"For five turns, heals all Pokémon on the ground for 1/16 max HP each turn and strengthens their grass moves to 1.5× their power.",Statut
Misty Terrain,581,,10,,0,Fée,Generation Vi,"For five turns, protects all Pokémon on the ground from major status ailments and confusion, and halves the power of incoming dragon moves.",Statut
Electrify,582,,20,,0,Électrik,Generation Vi,Changes the target's move's type to electric if it hasn't moved yet this turn.,Statut
Play Rough,583,90.0,10,90.0,0,Fée,Generation Vi,Has a $effect_chance% chance to lower the target's Attack by one stage.,Physique
Fairy Wind,584,100.0,30,40.0,0,Fée,Generation Vi,Inflige des dégâts normaux with no additional effect.,Spécial
Moonblast,585,100.0,15,95.0,0,Fée,Generation Vi,Has a $effect_chance% chance to lower the target's Special Attack by one stage.,Spécial
Boomburst,586,100.0,10,140.0,0,Normal,Generation Vi,Inflige des dégâts normaux.,Spécial
Fairy Lock,587,,10,,0,Fée,Generation Vi,Prevents all Pokémon from fleeing or switching out during the next turn.,Statut
Kings Shield,588,,10,,4,Acier,Generation Vi,Blocks damaging attacks and lowers attacking Pokémon's Attack by two stages on contact.  Switches Aegislash to Shield Forme.,Statut
Play Nice,589,,20,,0,Normal,Generation Vi,Lowers the target's Attack by one stage.,Statut
Confide,590,,20,,0,Normal,Generation Vi,Lowers the target's Special Attack by one stage.,Statut
Diamond Storm,591,95.0,5,100.0,0,Roche,Generation Vi,Has a $effect_chance% chance to raise the user's Defense by two stages for each target hit.,Physique
Steam Eruption,592,95.0,5,110.0,0,Eau,Generation Vi,Has a $effect_chance% chance to burn the target.,Spécial
Hyperspace Hole,593,,5,80.0,0,Psy,Generation Vi,Ignores and destroys protection effects.,Spécial
Water Shuriken,594,100.0,20,15.0,1,Eau,Generation Vi,Hits 2–5 times.,Spécial
Mystical Fire,595,100.0,10,75.0,0,Feu,Generation Vi,Has a $effect_chance% chance to lower the target's Special Attack by one stage.,Spécial
Spiky Shield,596,,10,,4,Plante,Generation Vi,Blocks damaging attacks and damages attacking Pokémon for 1/8 their max HP.,Statut
Aromatic Mist,597,,20,,0,Fée,Generation Vi,Raises a selected ally's Special Defense by one stage.,Statut
Eerie Impulse,598,100.0,15,,0,Électrik,Generation Vi,Lowers the target's Special Attack by two stages.,Statut
Venom Drench,599,100.0,20,,0,Poison,Generation Vi,"Lowers the target's Attack, Special Attack, and Speed by one stage if it is poisoned.",Statut
Powder,600,100.0,20,,1,Insecte,Generation Vi,"Explodes if the target uses a fire move this turn, damaging it for 1/4 its max HP and preventing the move.",Statut
Geomancy,601,,10,,0,Fée,Generation Vi,"Takes one turn to charge, then raises the user's Special Attack, Special Defense, and Speed by two stages.",Statut
Magnetic Flux,602,,20,,0,Électrik,Generation Vi,Raises the Defense and Special Defense of all friendly Pokémon with plus or minus by one stage.,Statut
Happy Hour,603,,30,,0,Normal,Generation Vi,Doubles prize money.,Statut
Electric Terrain,604,,10,,0,Électrik,Generation Vi,"For five turns, prevents all Pokémon on the ground from sleeping and strengthens their electric moves to 1.5× their power.",Statut
Dazzling Gleam,605,100.0,10,80.0,0,Fée,Generation Vi,Inflige des dégâts normaux with no additional effect.,Spécial
Celebrate,606,,40,,0,Normal,Generation Vi,Does nothing.,Statut
Hold Hands,607,,40,,0,Normal,Generation Vi,Does nothing.,Statut
Baby Doll Eyes,608,100.0,30,,1,Fée,Generation Vi,Lowers the target's Attack by one stage.,Statut
Nuzzle,609,100.0,20,20.0,0,Électrik,Generation Vi,Has a $effect_chance% chance to paralyze the target.,Physique
Hold Back,610,100.0,40,40.0,0,Normal,Generation Vi,Cannot lower the target's HP below 1.,Physique
Infestation,611,100.0,20,20.0,0,Insecte,Generation Vi,Prevents the target from fleeing and inflicts damage for 2-5 turns.,Spécial
Power Up Punch,612,100.0,20,40.0,0,Combat,Generation Vi,Raises the user's Attack by one stage after inflicting damage.,Physique
Oblivion Wing,613,100.0,10,80.0,0,Vol,Generation Vi,Drains 75% of the damage inflicted to heal the user.,Spécial
Thousand Arrows,614,100.0,10,90.0,0,Sol,Generation Vi,"Grounds the target, and hits even Flying-type or levitating Pokémon.",Physique
Thousand Waves,615,100.0,10,90.0,0,Sol,Generation Vi,Prevents the target from leaving battle.,Physique
Lands Wrath,616,100.0,10,90.0,0,Sol,Generation Vi,Inflige des dégâts normaux with no additional effect.,Physique
Light Of Ruin,617,90.0,5,140.0,0,Fée,Generation Vi,User receives 1/2 the damage inflicted in recoil.,Spécial
Origin Pulse,618,85.0,10,110.0,0,Eau,Generation Vi,Inflige des dégâts normaux with no additional effect.,Spécial
Precipice Blades,619,85.0,10,120.0,0,Sol,Generation Vi,Inflige des dégâts normaux with no additional effect.,Physique
Dragon Ascent,620,100.0,5,120.0,0,Vol,Generation Vi,Lowers the user's Defense and Special Defense by one stage after inflicting damage.,Physique
Hyperspace Fury,621,,5,100.0,0,Ténèbres,Generation Vi,Ignores and destroys protection effects.,Physique
Breakneck Blitz  Physical,622,,1,,0,Normal,Generation Vii,Inflige des dégâts normaux with no additional effect.,Physique
Breakneck Blitz  Special,623,,1,,0,Normal,Generation Vii,Inflige des dégâts normaux with no additional effect.,Spécial
All Out Pummeling  Physical,624,,1,,0,Combat,Generation Vii,Inflige des dégâts normaux with no additional effect.,Physique
All Out Pummeling  Special,625,,1,,0,Combat,Generation Vii,Inflige des dégâts normaux with no additional effect.,Spécial
Supersonic Skystrike  Physical,626,,1,,0,Vol,Generation Vii,Inflige des dégâts normaux with no additional effect.,Physique
Supersonic Skystrike  Special,627,,1,,0,Vol,Generation Vii,Inflige des dégâts normaux with no additional effect.,Spécial
Acid Downpour  Physical,628,,1,,0,Poison,Generation Vii,Inflige des dégâts normaux with no additional effect.,Physique
Acid Downpour  Special,629,,1,,0,Poison,Generation Vii,Inflige des dégâts normaux with no additional effect.,Spécial
Tectonic Rage  Physical,630,,1,,0,Sol,Generation Vii,Inflige des dégâts normaux with no additional effect.,Physique
Tectonic Rage  Special,631,,1,,0,Sol,Generation Vii,Inflige des dégâts normaux with no additional effect.,Spécial
Continental Crush  Physical,632,,1,,0,Roche,Generation Vii,Inflige des dégâts normaux with no additional effect.,Physique
Continental Crush  Special,633,,1,,0,Roche,Generation Vii,Inflige des dégâts normaux with no additional effect.,Spécial
Savage Spin Out  Physical,634,,1,,0,Insecte,Generation Vii,Inflige des dégâts normaux with no additional effect.,Physique
Savage Spin Out  Special,635,,1,,0,Insecte,Generation Vii,Inflige des dégâts normaux with no additional effect.,Spécial
Never Ending Nightmare  Physical,636,,1,,0,Spectre,Generation Vii,Inflige des dégâts normaux with no additional effect.,Physique
Never Ending Nightmare  Special,637,,1,,0,Spectre,Generation Vii,Inflige des dégâts normaux with no additional effect.,Spécial
Corkscrew Crash  Physical,638,,1,,0,Acier,Generation Vii,Inflige des dégâts normaux with no additional effect.,Physique
Corkscrew Crash  Special,639,,1,,0,Acier,Generation Vii,Inflige des dégâts normaux with no additional effect.,Spécial
Inferno Overdrive  Physical,640,,1,,0,Feu,Generation Vii,Inflige des dégâts normaux with no additional effect.,Physique
Inferno Overdrive  Special,641,,1,,0,Feu,Generation Vii,Inflige des dégâts normaux with no additional effect.,Spécial
Hydro Vortex  Physical,642,,1,,0,Eau,Generation Vii,Inflige des dégâts normaux with no additional effect.,Physique
Hydro Vortex  Special,643,,1,,0,Eau,Generation Vii,Inflige des dégâts normaux with no additional effect.,Spécial
Bloom Doom  Physical,644,,1,,0,Plante,Generation Vii,Inflige des dégâts normaux with no additional effect.,Physique
Bloom Doom  Special,645,,1,,0,Plante,Generation Vii,Inflige des dégâts normaux with no additional effect.,Spécial
Gigavolt Havoc  Physical,646,,1,,0,Électrik,Generation Vii,Inflige des dégâts normaux with no additional effect.,Physique
Gigavolt Havoc  Special,647,,1,,0,Électrik,Generation Vii,Inflige des dégâts normaux with no additional effect.,Spécial
Shattered Psyche  Physical,648,,1,,0,Psy,Generation Vii,Inflige des dégâts normaux with no additional effect.,Physique
Shattered Psyche  Special,649,,1,,0,Psy,Generation Vii,Inflige des dégâts normaux with no additional effect.,Spécial
Subzero Slammer  Physical,650,,1,,0,Glace,Generation Vii,Inflige des dégâts normaux with no additional effect.,Physique
Subzero Slammer  Special,651,,1,,0,Glace,Generation Vii,Inflige des dégâts normaux with no additional effect.,Spécial
Devastating Drake  Physical,652,,1,,0,Dragon,Generation Vii,Inflige des dégâts normaux with no additional effect.,Physique
Devastating Drake  Special,653,,1,,0,Dragon,Generation Vii,Inflige des dégâts normaux with no additional effect.,Spécial
Black Hole Eclipse  Physical,654,,1,,0,Ténèbres,Generation Vii,Inflige des dégâts normaux with no additional effect.,Physique
Black Hole Eclipse  Special,655,,1,,0,Ténèbres,Generation Vii,Inflige des dégâts normaux with no additional effect.,Spécial
Twinkle Tackle  Physical,656,,1,,0,Fée,Generation Vii,Inflige des dégâts normaux with no additional effect.,Physique
Twinkle Tackle  Special,657,,1,,0,Fée,Generation Vii,Inflige des dégâts normaux with no additional effect.,Spécial
Catastropika,658,,1,210.0,0,Électrik,Generation Vii,Inflige des dégâts normaux with no additional effect.,Physique
Shore Up,659,,10,,0,Sol,Generation Vii,"Heals the user for ½ its max HP, or ⅔ during a sandstorm.",Statut
First Impression,660,100.0,10,90.0,2,Insecte,Generation Vii,Can only be used as the first move after the user enters battle.,Physique
Baneful Bunker,661,,10,,4,Poison,Generation Vii,Grants the user protection for the rest of the turn and poisons any Pokémon that tries to use a contact move on it.,Statut
Spirit Shackle,662,100.0,10,80.0,0,Spectre,Generation Vii,Traps the target.,Physique
Darkest Lariat,663,100.0,10,85.0,0,Ténèbres,Generation Vii,Ignores the target's stat modifiers.,Physique
Sparkling Aria,664,100.0,10,90.0,0,Eau,Generation Vii,Cures the target of burns.,Spécial
Ice Hammer,665,90.0,10,100.0,0,Glace,Generation Vii,Lowers user's Speed by one stage.,Physique
Floral Healing,666,,10,,0,Fée,Generation Vii,"Heals the target for ½ its max HP, or ⅔ on Grassy Terrain.",Statut
High Horsepower,667,95.0,10,95.0,0,Sol,Generation Vii,Inflige des dégâts normaux with no additional effect.,Physique
Strength Sap,668,100.0,10,,0,Plante,Generation Vii,Heals the user by the target's current Attack stat and lowers the target's Attack by one stage.,Statut
Solar Blade,669,100.0,10,125.0,0,Plante,Generation Vii,Requires a turn to charge before attacking.,Physique
Leafage,670,100.0,40,40.0,0,Plante,Generation Vii,Inflige des dégâts normaux with no additional effect.,Physique
Spotlight,671,,15,,3,Normal,Generation Vii,Forces the target's opponents to aim at the target for the rest of the turn.,Statut
Toxic Thread,672,100.0,20,,0,Poison,Generation Vii,Poisons the target and lowers its Speed by one stage.,Statut
Laser Focus,673,,30,,0,Normal,Generation Vii,Guarantees a critical hit with the user's next move.,Statut
Gear Up,674,,20,,0,Acier,Generation Vii,Raises the Attack and Special Attack of all friendly Pokémon with plus or minus by one stage.,Statut
Throat Chop,675,100.0,15,80.0,0,Ténèbres,Generation Vii,Prevents the target from using sound-based moves for two turns.,Physique
Pollen Puff,676,100.0,15,90.0,0,Insecte,Generation Vii,"Damages opponents, but heals allies for 50% of their max HP.",Spécial
Anchor Shot,677,100.0,20,80.0,0,Acier,Generation Vii,Traps the target.,Physique
Psychic Terrain,678,,10,,0,Psy,Generation Vii,Protects Pokémon on the ground from priority moves and increases the power of their  Psychic moves by 50%.,Statut
Lunge,679,100.0,15,80.0,0,Insecte,Generation Vii,Lowers the target's Attack by one stage after inflicting damage.,Physique
Fire Lash,680,100.0,15,80.0,0,Feu,Generation Vii,Lowers the target's Defense by one stage after inflicting damage.,Physique
Power Trip,681,100.0,10,20.0,0,Ténèbres,Generation Vii,"Power is higher the more the user's stats have been raised, to a maximum of 31×.",Physique
Burn Up,682,100.0,5,130.0,0,Feu,Generation Vii,Removes the user's fire type after inflicting damage.,Spécial
Speed Swap,683,,10,,0,Psy,Generation Vii,Exchanges the user's Speed with the target's.,Statut
Smart Strike,684,,10,70.0,0,Acier,Generation Vii,Never misses.,Physique
Purify,685,,20,,0,Poison,Generation Vii,Cures the target of a major status ailment and heals the user for 50% of its max HP.,Statut
Revelation Dance,686,100.0,15,90.0,0,Normal,Generation Vii,Has the same type as the user.,Spécial
Core Enforcer,687,100.0,10,100.0,0,Dragon,Generation Vii,Nullifies the target's ability if it moves earlier.,Spécial
Trop Kick,688,100.0,15,70.0,0,Plante,Generation Vii,Lowers the target's Attack by one stage after inflicting damage.,Physique
Instruct,689,,15,,0,Psy,Generation Vii,Forces the target to repeat its last used move.,Statut
Beak Blast,690,100.0,15,100.0,-3,Vol,Generation Vii,Inflicts a burn on any Pokémon that makes contact before the attack.,Physique
Clanging Scales,691,100.0,5,110.0,0,Dragon,Generation Vii,Lowers the user's Defense by one stage after inflicting damage.,Spécial
Dragon Hammer,692,100.0,15,90.0,0,Dragon,Generation Vii,Inflige des dégâts normaux with no additional effect.,Physique
Brutal Swing,693,100.0,20,60.0,0,Ténèbres,Generation Vii,Inflige des dégâts normaux with no additional effect.,Physique
Aurora Veil,694,,20,,0,Glace,Generation Vii,"Reduces damage five turns, but must be used during hail.",Statut
Sinister Arrow Raid,695,,1,180.0,0,Spectre,Generation Vii,Inflige des dégâts normaux with no additional effect.,Physique
Malicious Moonsault,696,,1,180.0,0,Ténèbres,Generation Vii,Inflige des dégâts normaux with no additional effect.,Physique
Oceanic Operetta,697,,1,195.0,0,Eau,Generation Vii,Inflige des dégâts normaux with no additional effect.,Spécial
Guardian Of Alola,698,,1,,0,Fée,Generation Vii,Damages the target for 75% of its remaining HP.,Spécial
Soul Stealing 7 Star Strike,699,,1,195.0,0,Spectre,Generation Vii,Inflige des dégâts normaux with no additional effect.,Physique
Stoked Sparksurfer,700,,1,175.0,0,Électrik,Generation Vii,Has a $effect_chance% chance to paralyze the target.,Spécial
Pulverizing Pancake,701,,1,210.0,0,Normal,Generation Vii,Inflige des dégâts normaux with no additional effect.,Physique
Extreme Evoboost,702,,1,,0,Normal,Generation Vii,Raises all of the user's stats by two stages.,Statut
Genesis Supernova,703,,1,185.0,0,Psy,Generation Vii,Changes the terrain to Psychic Terrain after inflicting damage.,Spécial
Shell Trap,704,100.0,5,150.0,-3,Feu,Generation Vii,Only inflicts damage if the user was hit by a physical move this turn.,Spécial
Fleur Cannon,705,90.0,5,130.0,0,Fée,Generation Vii,Lowers the user's Special Attack by two stages after inflicting damage.,Spécial
Psychic Fangs,706,100.0,10,85.0,0,Psy,Generation Vii,Destroys Reflect and Light Screen.,Physique
Stomping Tantrum,707,100.0,10,75.0,0,Sol,Generation Vii,Has double power if the user's last move failed.,Physique
Shadow Bone,708,100.0,10,85.0,0,Spectre,Generation Vii,Has a $effect_chance% chance to lower the target's Defense by one stage.,Physique
Accelerock,709,100.0,20,40.0,1,Roche,Generation Vii,Inflige des dégâts normaux with no additional effect.,Physique
Liquidation,710,100.0,10,85.0,0,Eau,Generation Vii,Has a $effect_chance% chance to lower the target's Defense by one stage.,Physique
Prismatic Laser,711,100.0,10,160.0,0,Psy,Generation Vii,User foregoes its next turn to recharge.,Spécial
Spectral Thief,712,100.0,10,90.0,0,Spectre,Generation Vii,"Steals the target's stat increases, then inflicts damage.",Physique
Sunsteel Strike,713,100.0,5,100.0,0,Acier,Generation Vii,Cannot be disrupted by abilities.,Physique
Moongeist Beam,714,100.0,5,100.0,0,Spectre,Generation Vii,Cannot be disrupted by abilities.,Spécial
Tearful Look,715,,20,,0,Normal,Generation Vii,Lowers the target's Attack and Special Attack by one stage.,Statut
Zing Zap,716,100.0,10,80.0,0,Électrik,Generation Vii,Has a $effect_chance% chance to make the target flinch.,Physique
Natures Madness,717,90.0,10,,0,Fée,Generation Vii,Inflicts damage equal to half the target's HP.,Spécial
Multi Attack,718,100.0,10,120.0,0,Normal,Generation Vii,"If the user is holding a appropriate plate or drive, the damage inflicted will match it.",Physique
10 000 000 Volt Thunderbolt,719,,1,195.0,0,Électrik,Generation Vii,Inflige des dégâts normaux with no additional effect.,Spécial
Mind Blown,720,100.0,5,150.0,0,Feu,Generation Vii,"Inflicts damage, and the user takes damage equal to half of its max HP, rounded up.",Spécial
Plasma Fists,721,100.0,15,100.0,0,Électrik,Generation Vii,Inflige des dégâts normaux with no additional effect.,Physique
Photon Geyser,722,100.0,5,100.0,0,Psy,Generation Vii,Inflige des dégâts normaux with no additional effect.,Spécial
Light That Burns The Sky,723,,1,200.0,0,Psy,Generation Vii,"Inflicts damage using either Attack or Special Attack stat, whichever is higher.",Spécial
Searing Sunraze Smash,724,,1,200.0,0,Acier,Generation Vii,Cannot be disrupted by abilities.,Physique
Menacing Moonraze Maelstrom,725,,1,200.0,0,Spectre,Generation Vii,Cannot be disrupted by abilities.,Spécial
Lets Snuggle Forever,726,,1,190.0,0,Fée,Generation Vii,"After inflicting damage, causes all Normal-type moves to become Electric-type for the remainder of the turn.",Physique
Splintered Stormshards,727,,1,190.0,0,Roche,Generation Vii,Inflicts damage and removes any terrain present on the battlefield.,Physique
Clangorous Soulblaze,728,,1,185.0,0,Dragon,Generation Vii,"Inflicts damage to all opposing Pokémon and increases the user's Attack, Defense, Special Attack, Special Defense, and Speed by one stage each.",Spécial
Zippy Zap,729,100.0,10,80.0,2,Électrik,Generation Vii,Inflige des dégâts normaux with no additional effect.,Physique
Splishy Splash,730,100.0,15,90.0,0,Eau,Generation Vii,Inflige des dégâts normaux with no additional effect.,Spécial
Floaty Fall,731,95.0,15,90.0,0,Vol,Generation Vii,Inflige des dégâts normaux with no additional effect.,Physique
Pika Papow,732,,20,,0,Électrik,Generation Vii,Inflige des dégâts normaux with no additional effect.,Spécial
Bouncy Bubble,733,100.0,20,60.0,0,Eau,Generation Vii,Inflige des dégâts normaux with no additional effect.,Spécial
Buzzy Buzz,734,100.0,20,60.0,0,Électrik,Generation Vii,Inflige des dégâts normaux with no additional effect.,Spécial
Sizzly Slide,735,100.0,20,60.0,0,Feu,Generation Vii,Inflige des dégâts normaux with no additional effect.,Physique
Glitzy Glow,736,95.0,15,80.0,0,Psy,Generation Vii,Inflige des dégâts normaux with no additional effect.,Spécial
Baddy Bad,737,95.0,15,80.0,0,Ténèbres,Generation Vii,Inflige des dégâts normaux with no additional effect.,Spécial
Sappy Seed,738,90.0,10,100.0,0,Plante,Generation Vii,Inflige des dégâts normaux with no additional effect.,Physique
Freezy Frost,739,90.0,10,100.0,0,Glace,Generation Vii,Inflige des dégâts normaux with no additional effect.,Spécial
Sparkly Swirl,740,85.0,5,120.0,0,Fée,Generation Vii,Inflige des dégâts normaux with no additional effect.,Spécial
Veevee Volley,741,,20,,0,Normal,Generation Vii,Inflige des dégâts normaux with no additional effect.,Physique
Double Iron Bash,742,100.0,5,60.0,0,Acier,Generation Vii,Hits twice in one turn.,Physique
Max Guard,743,,10,,4,Normal,Generation Viii,Prevents any moves from hitting the user this turn.,Statut
Dynamax Cannon,744,100.0,5,100.0,0,Dragon,Generation Viii,Sets Light Screen on the user's side of the field after inflicting damage.,Spécial
Snipe Shot,745,100.0,15,80.0,0,Eau,Generation Viii,Sets Reflect on the user's side of the field after inflicting damage.,Spécial
Jaw Lock,746,100.0,10,80.0,0,Ténèbres,Generation Viii,Seeds the target after inflicting damage.,Physique
Stuff Cheeks,747,,10,,0,Normal,Generation Viii,Cures the entire party of major status effects after inflicting damage.,Statut
No Retreat,748,,5,,0,Combat,Generation Viii,"Hits twice in one turn, with a $effect_chance% chance to make the target flinch.",Statut
Max Flare,757,,10,100.0,0,Feu,Generation Viii,Inflige des dégâts normaux with no additional effect.,Physique
Max Flutterby,758,,10,10.0,0,Insecte,Generation Viii,Inflige des dégâts normaux with no additional effect.,Physique
Max Lightning,759,,10,10.0,0,Électrik,Generation Viii,Inflige des dégâts normaux with no additional effect.,Physique
Max Strike,760,,10,10.0,0,Normal,Generation Viii,Inflige des dégâts normaux with no additional effect.,Physique
Max Knuckle,761,,10,10.0,0,Combat,Generation Viii,Inflige des dégâts normaux with no additional effect.,Physique
Max Phantasm,762,,10,10.0,0,Spectre,Generation Viii,Inflige des dégâts normaux with no additional effect.,Physique
Max Hailstorm,763,,10,10.0,0,Glace,Generation Viii,Inflige des dégâts normaux with no additional effect.,Physique
Max Ooze,764,,10,10.0,0,Poison,Generation Viii,Inflige des dégâts normaux with no additional effect.,Physique
Max Geyser,765,,10,10.0,0,Eau,Generation Viii,Inflige des dégâts normaux with no additional effect.,Physique
Max Airstream,766,,10,10.0,0,Vol,Generation Viii,Inflige des dégâts normaux with no additional effect.,Physique
Max Starfall,767,,10,10.0,0,Fée,Generation Viii,Inflige des dégâts normaux with no additional effect.,Physique
Max Wyrmwind,768,,10,10.0,0,Dragon,Generation Viii,Inflige des dégâts normaux with no additional effect.,Physique
Max Mindstorm,769,,10,10.0,0,Psy,Generation Viii,Inflige des dégâts normaux with no additional effect.,Physique
Max Rockfall,770,,10,10.0,0,Roche,Generation Viii,Inflige des dégâts normaux with no additional effect.,Physique
Max Quake,771,,10,10.0,0,Sol,Generation Viii,Inflige des dégâts normaux with no additional effect.,Physique
Max Darkness,772,,10,10.0,0,Ténèbres,Generation Viii,Inflige des dégâts normaux with no additional effect.,Physique
Max Overgrowth,773,,10,10.0,0,Plante,Generation Viii,Inflige des dégâts normaux with no additional effect.,Physique
